surveyId,predictions
33904,963 5114 7999 5189 791 10600 8807 1964 2025 7957 7942 843 7760 6788 8512 8038 6962 9669 7807 254 10073 2398 976 1264 8151
33921,1387 3497 2922 6746 9913 10239 6643 4638 6491 5242 3738 1180 10218 8747 4397 6728 3838 5363 5716 9474 3858 340 10474 4541 581
34778,5412 2474 1276 6226 8208 8770 11013 9873 2386 7536 7862 9261 1254 3043 2747 2643 6384 9636 8424 1497 6685 146 3935 6689 11157
36216,9816 1964 254 6915 2101 8124 9580 6643 4854 2885 1170 1951 540 8654 3123 5739 9376 6746 169 9610 2955 11195 10514 9465 10073
36737,5301 2373 2145 5543 2665 6321 9555 8542 10382 5901 2514 11140 2891 7241 1028 148 5557 1051 4924 10522 11230 8421 351 4404 5451
36869,7588 6603 5557 3451 5301 462 4532 1015 6611 8473 1254 7871 262 6759 8237 10775 3744 10904 1497 8316 7906 6067 4748 9555 5483
38125,6788 1910 963 1964 2885 4483 8807 2025 10684 11195 9647 6962 3177 7322 7824 843 5114 7999 9816 3958 478 9707 9669 8151 10631
38812,2474 8208 10315 2747 7788 6925 4609 694 9647 8424 963 9190 6684 9261 146 10247 5335 7862 7536 4238 9873 11120 6788 9636 1539
39525,963 2025 6962 10600 7999 7942 5189 7957 1964 5114 7760 843 6788 8807 7807 10073 791 9669 8512 8151 1472 10223 53 2398 1889
39795,7115 7121 423 1086 9465 9376 3722 10073 5804 11140 4499 9024 8818 10317 5383 11195 540 4397 5400 8760 249 9028 2777 8590 10427
40447,9341 11140 8818 4499 8746 10317 2211 540 4397 2961 7817 1086 3722 9465 9881 890 6962 9376 10600 4854 1018 3067 9714 4734 6999
40597,4499 4397 8818 10073 11140 10317 540 9881 9341 5398 890 3722 3161 6097 8746 2211 1086 5739 4734 9710 7739 1525 1964 7121 7817
40845,10600 10940 8746 9341 10255 4397 6962 8818 10317 2961 890 1018 2211 11140 9881 4499 7817 10073 2556 540 5189 10082 4734 8431 2025
41048,7588 5557 3451 6603 1015 8473 7871 8237 4532 6759 6611 3462 5764 3639 1092 1497 10998 1254 8316 7906 8983 5301 3744 9555 9714
41209,963 2025 10600 6962 5189 6788 10073 8807 7999 7957 7807 5114 10268 10684 791 7942 1889 1472 1964 4871 7760 9669 843 7824 10223
41369,4130 4659 1176 9877 3837 1300 8785 11125 245 8661 1959 1702 9513 9820 2715 2926 10239 1195 2173 4059 5868 2683 982 949 11222
41476,963 6788 8512 8807 10896 2398 5114 1964 1264 7999 5745 9669 976 2142 791 7942 6962 843 10315 6557 8151 8038 1888 7760 2885
41725,4397 6746 11140 3123 2101 5980 8818 4854 6915 6491 5739 3214 10073 8760 9465 6643 1761 4027 3352 4499 9376 8431 3375 540 8632
42000,2243 8661 2926 9877 2173 5203 1247 1531 11222 10347 9513 2364 5876 1300 9820 5799 4773 4130 4837 4659 2715 3476 11240 11125 8785
42935,7746 6171 6497 2184 6108 8782 4997 4157 4109 2104 5823 5252 8818 6877 6193 1226 615 4105 6788 6254 3451 8743 2025 9143 3098
44791,10600 10255 10940 6962 9024 6999 9341 5189 7978 10317 651 2025 7706 3722 540 3497 2961 8818 8428 7817 2556 4397 4499 6079 8746
46094,2474 5412 10315 146 8208 868 8424 2386 6925 6788 9647 9636 7536 10909 6118 7788 694 9190 6909 10385 4854 9261 10073 3177 4871
47008,7121 3722 8590 7115 423 9024 1086 10073 4499 11140 5804 5383 9076 9465 10317 8818 9376 1818 7552 2777 540 7739 4397 8229 8760
48669,963 8770 4238 6788 8508 1254 8573 1525 2398 8424 5557 1497 9190 8208 5335 544 1746 4609 1092 5412 9253 1139 5542 9647 4640
49000,2474 2386 6909 3020 10315 5412 3958 9261 3935 4341 9702 8208 7671 11193 10305 180 8770 10179 8424 9458 2643 146 10711 10051 4311
49038,10073 3958 6962 11140 540 2885 9710 8208 5398 1086 4397 5900 2474 3722 3177 4499 11195 3067 2211 10317 3123 8431 8818 8858 791
49319,2922 6643 5166 6491 3738 5994 8284 9072 540 340 11195 643 10927 1910 7227 9005 2885 9245 8904 9816 9273 254 4397 5420 7880
50057,7588 5557 6603 3451 1015 8473 7871 10998 8237 4748 8983 8746 1497 7906 5764 3639 6759 6611 9555 4532 8316 9714 11140 5301 9881
51364,10317 7817 540 254 9465 10600 2211 3879 10255 6079 10020 6962 5189 6999 10763 11140 8746 5218 6331 3722 4397 3067 3123 9376 6915
51795,6874 9458 3937 3894 5412 9688 11157 982 5220 3251 2634 3993 1276 9873 3935 11193 4530 6226 2643 2539 1254 1736 9572 3222 876
52317,10247 5071 2474 2126 1888 8151 981 254 1654 540 6989 9816 9647 6079 963 1910 2885 6643 1495 3067 3935 4498 10274 3958 7227
52326,2474 5412 10315 8208 146 10909 8424 9636 2386 6925 7536 6226 9647 6788 694 868 3958 6118 3935 6909 6684 3177 180 10385 9190
52364,2474 5412 3935 11157 3251 10315 2386 9458 8208 1276 10305 6909 982 11193 9261 6226 7536 9873 8770 6684 4003 11013 2756 146 8887
52481,6491 5166 2922 4397 3738 6310 9072 8177 10113 6643 11195 5771 6950 581 1716 2308 5420 2885 5739 1910 7760 8284 3958 540 4447
53300,6491 6643 2922 1387 6746 542 4397 5242 9890 3738 4541 10239 5773 5980 5739 3497 5166 540 340 3838 4960 581 5363 9072 822
54076,4341 5412 4169 9261 8811 9388 9873 10051 3177 5181 6925 7662 3958 2474 146 10684 8106 3457 6772 8424 8673 11122 8208 2552 868
54193,6407 8428 2184 8714 6497 10180 9040 5055 8992 4590 6805 9256 5068 5413 8743 10404 3429 2630 7525 2951 1875 3211 7532 4226 10648
54624,6788 963 8807 1910 9647 2474 5745 2398 6962 1264 10896 2885 5160 10684 9548 2142 791 7999 11005 8512 9669 7824 1964 7942 11195
55644,2474 2122 8106 2747 10385 3935 9766 9647 8424 6909 3351 8275 1677 10367 6925 3917 8705 8549 9261 10896 6684 944 11005 8208 9028
56496,2474 6788 963 9647 10385 8424 7862 1888 8770 981 4609 10991 8807 4871 6689 5542 2122 10896 9261 799 10247 9669 5335 10684 8573
56887,2885 9707 3958 6310 6491 958 1951 8439 581 1964 254 9005 9072 1716 7227 2847 7122 2922 5928 4447 5739 11195 10113 6900 4898
58388,7318 5071 2126 6079 3297 10247 8151 6331 10460 10255 2474 6669 3935 2386 4498 1888 2525 981 661 10600 10909 9647 8208 9168 428
60548,5018 7978 10940 3497 10255 7706 2556 9341 10082 6989 3581 7817 3140 7613 2587 6962 6091 10600 4638 1539 4397 2025 3151 5386 9368
60731,6079 6962 10600 10255 10317 3879 5386 540 7817 10223 5900 11140 6331 2025 10073 5189 5218 3067 1539 3722 254 3123 2211 6559 7978
61092,2474 6788 10247 9647 1888 963 10315 981 8208 2386 4498 5071 3935 8424 10956 4871 5412 2250 694 8151 1654 7536 6989 10896 799
61334,6491 5166 5420 9890 6643 5980 2922 4397 3738 3958 2885 10113 7207 3875 11195 4447 7227 6313 3614 3123 1716 5739 581 8177 1910
62643,9465 540 7121 4499 9376 9816 1288 11195 1964 10927 4397 254 3969 11140 340 6310 6915 4854 1086 9707 10274 9273 9005 3722 10024
62910,1964 254 6962 1910 2025 581 843 2885 540 9816 10223 7760 4483 10317 6310 8807 4854 10600 9072 3177 9376 9341 3067 6643 9024
63918,5557 1497 1015 3451 469 6603 1092 6002 3639 4748 9957 5764 8746 4734 1018 7871 10073 6611 1254 8542 1139 8508 9881 11140 2753
64178,2474 1888 3935 5412 6788 10315 9647 963 2386 7862 8424 10247 8208 10909 981 4871 1276 8949 4609 8151 9261 5335 6925 3581 146
64913,10317 540 254 7817 10073 2885 11140 10763 3958 11195 9465 9816 6962 3123 2211 3067 3879 3722 6915 9072 10899 8858 2684 8746 7906
66097,1910 4483 2025 7760 6962 1893 1264 8422 8151 10223 5900 976 9647 6788 1716 6331 254 7999 843 2885 6491 2474 1964 11195 9072
67733,5412 1276 8208 3043 2386 7706 11013 2474 9636 1254 3345 1539 11120 7536 1497 6689 9261 7862 9873 9647 963 4238 9656 5335 8770
67998,4499 4397 254 10317 1964 540 2885 8818 6962 10600 3067 9024 3958 10073 9816 9341 8208 8431 2025 3123 11195 11140 7739 8746 581
68018,2474 5071 476 2386 8770 10909 10600 11120 6874 9572 2634 2025 11193 9458 11157 9261 1497 6962 3669 5412 1888 10427 625 8106 6235
68034,7906 7588 262 6603 6611 5543 5557 3744 9555 3451 2248 1015 10073 5662 7871 5301 7571 3811 11140 9714 1254 10904 1051 1018 3181
69003,9816 254 10073 2885 540 10317 5739 2101 4854 6915 1170 9341 1964 11140 9465 3161 4499 8818 3123 9376 4397 9710 11195 8654 3958
69099,811 5037 2474 8512 3775 7322 5173 10991 2678 6689 5022 5860 10956 7862 10047 2122 8549 2783 9647 1276 799 10728 8424 5542 10315
70350,11140 10073 10305 11195 3438 4628 2386 906 1497 7805 423 3722 8208 540 7748 559 9581 7536 10899 6707 3020 694 6883 74 1525
70662,6999 10600 9024 4499 10255 10317 2211 6962 2961 5189 540 9341 8818 4397 8746 3722 11140 10940 3067 96 7817 2025 6119 1086 254
72103,10247 2474 5071 1888 8151 9647 963 981 6989 2885 10684 2126 6788 1654 3958 6079 1910 1495 4871 1085 4498 3935 4483 1264 3067
72786,7742 8106 7423 1497 9766 8542 9261 4917 2810 694 986 53 6332 10525 1015 1139 6689 10427 7706 11140 4202 10367 11120 1234 6136
72854,254 1964 540 2885 9816 8124 6310 11195 9465 9707 9072 4499 3958 9005 8439 6915 6643 6746 7122 2101 4397 4638 10274 7739 340
73272,4029 1187 10893 7090 9458 7278 3125 476 8489 982 9572 4541 6491 1692 6874 8027 8635 11193 2075 7955 7968 3465 5980 5868 857
73905,5018 7978 9341 10082 10940 2556 10255 3581 7817 7706 3140 3497 7613 6091 10020 10600 3151 8746 9465 8923 4397 1018 2587 6989 6962
74414,1912 4701 10051 11087 1195 3125 3464 6152 8921 7748 6836 10073 1519 9565 5907 11089 1176 8243 6141 1160 6855 10947 8027 8391 5868
75195,6491 6643 9890 5980 2922 3738 3123 2861 5420 2885 1716 3340 7207 581 5739 7227 5928 9005 3958 11078 10113 9072 5166 2847 8208
76085,6962 10600 2025 8428 7807 5189 963 8151 10255 7957 7706 6331 843 1889 1472 7999 3581 1424 10317 5900 651 6989 10223 6999 4483
76528,6079 10255 5386 10223 10600 7978 6331 10218 2823 6962 7760 4638 9024 2025 896 5384 4639 1715 6989 5900 254 6999 3227 8747 7333
76891,6491 2386 1195 1959 10239 2683 11187 6643 8489 7054 9581 10073 10305 4628 3465 5242 982 6548 9890 5994 8525 9994 4541 5219 5980
80169,4397 10112 5040 3123 8818 2101 1018 8431 3214 10940 7450 1761 11140 1037 5980 3352 9341 6746 4854 3375 5398 10600 8746 8760 5739
80467,3251 9458 5412 3937 476 6874 11157 982 9261 3935 2386 2643 1254 2474 11193 3893 6925 4755 4003 5882 462 4169 10305 10520 8076
80514,3125 1912 6152 8921 1625 8482 6141 9555 9458 6560 10947 9119 6880 5982 2665 2702 5076 1894 6874 10950 5907 4886 1903 5451 476
80804,6950 875 4397 10113 5771 7808 4492 6310 7122 2013 10218 2894 1539 8177 304 4447 10223 7880 4638 5854 8760 7333 8431 6643 1715
81526,10899 11140 540 11195 433 4499 7121 423 10274 6915 9465 1051 3318 3722 5398 7115 9816 9376 4397 8431 10073 9710 3123 8818 10278
81908,2949 6491 3123 5773 10506 9581 7054 7703 10051 11140 6707 3747 5242 1176 2386 10824 10073 7748 3476 10891 6915 4854 4814 3438 1912
82140,2823 10218 5386 7333 3227 10223 10255 6079 896 7670 7978 1539 2587 7760 4638 10600 8428 4492 6962 651 53 6331 6989 398 254
82897,10113 4492 2013 6950 10218 10223 8177 2894 7808 4447 7122 8639 875 1539 8439 5771 4638 10304 7333 1910 304 7661 2308 6310 4397
83363,53 963 8428 8807 2025 9669 5542 6788 10896 7640 10247 7999 8573 4609 9647 2474 544 6708 843 8949 9028 3597 2398 4238 3792
85499,1910 6788 963 1264 1964 9647 5745 2885 11195 8807 843 6491 8151 5166 2025 6962 10631 7942 2398 1716 3161 7322 791 4483 4447
85744,5412 10347 5203 9943 2474 7295 2386 3625 245 1169 9547 4814 4902 963 5754 5969 8208 11157 8737 8512 639 9808 1531 7706 10684
86085,8106 10525 4758 3639 5398 2949 9388 1222 1018 5557 6002 8818 2145 6883 2082 5412 1497 7871 6707 10948 4169 10073 320 6759 2474
86312,3161 4854 5739 6746 2101 2885 1170 3123 9816 3958 4397 5398 3096 540 10073 9710 3214 1910 11195 9465 5420 4027 4898 3614 1964
88358,10073 11195 2386 4628 10305 2474 6250 3020 2291 4633 9905 3958 6643 10315 3753 9702 8887 9875 5882 8208 11140 3123 540 10179 6491
88734,540 254 1964 6310 340 9816 4499 9465 7121 9376 11195 6643 10274 4397 6915 9072 2101 4638 6746 8124 9580 3275 9005 10969 1288
88807,245 3115 3441 11125 1300 9877 10289 4130 3837 4659 5876 1176 9820 7968 10893 5907 9696 9513 1692 2173 71 7315 11222 5018 8661
89191,10600 10255 651 7978 6999 6962 10940 2025 9024 6079 5900 5189 10317 8428 96 7706 4638 5386 1539 7760 2961 9341 6989 10223 4397
89854,963 6788 9647 2474 10315 2885 5166 10247 976 1888 6277 5745 10956 2386 8424 5071 6625 10683 7999 7942 8208 1910 1716 799 1495
91065,3125 11089 476 3438 7212 5982 6152 9458 10073 10947 1416 2702 1912 7199 1160 5907 3019 10051 1176 6836 9572 5743 7748 11193 5076
91371,254 1964 540 11195 6310 9816 9072 9005 4499 340 8124 10927 10274 7121 9707 4397 10024 9465 1951 3275 2885 4638 2101 7122 9207
92621,2474 3935 11157 5412 11193 3251 4003 1276 2386 6689 10315 9261 6226 9458 982 3894 8208 2747 6925 8770 8887 8705 146 2634 9647
93286,2386 10305 3958 6491 5882 3020 4633 1959 2291 2010 4341 2885 6548 10051 10073 3216 10684 2474 1208 9261 5420 4628 8208 982 5181
94281,8332 5907 1912 3464 3166 3125 9119 10073 10822 10510 4349 8785 9877 949 8921 10289 7315 8482 2771 7748 10166 6836 10051 3642 5980
95767,10600 1539 5412 7706 11120 10800 8428 1276 5542 963 661 5635 8782 10255 9636 9242 4609 2025 8208 8573 53 2961 3043 4775 4238
97031,6079 10255 10600 6331 6989 5386 7817 10317 3879 10763 6962 5900 1539 5189 10020 10223 7760 2211 2025 9024 540 2753 3476 254 6964
97519,963 4558 5173 7999 5542 2398 6788 976 3479 8512 9785 3792 9669 9647 5932 843 8038 2025 6625 811 7640 5114 2885 799 7322
97774,963 10385 10896 2474 10315 10247 2142 7788 6788 9647 2398 1964 8424 11005 9669 4609 8807 2482 6118 3177 5114 4871 9261 8512 1677
98717,476 9572 7212 9458 3464 6152 3019 11193 6874 8757 1416 6039 5907 3669 6836 4029 7748 4477 5982 3865 9513 3125 982 10520 10073
100319,6962 6788 2025 963 8151 7942 843 2885 1910 8807 10684 8512 9647 10315 10073 6989 10268 1424 7999 5640 2474 4871 7824 3177 4331
100802,7881 11187 9631 6491 1912 4628 6643 7054 1069 10899 2608 6915 6707 906 1195 1903 7315 9905 2386 9977 10051 9803 5994 10073 8921
102099,5997 4842 6497 2630 7621 9040 2336 2644 9170 4207 4109 6475 1875 4790 10077 3173 10828 11116 2190 4256 7883 6352 5531 646 8743
102354,254 6310 1964 9072 540 9816 340 3275 7122 581 4499 4492 4638 2955 4397 3738 10474 9707 10024 1951 9311 4898 958 2101 7880
103486,8151 2474 10247 981 5071 10909 3297 3935 8364 8208 6331 7536 2386 7318 5412 9647 10315 5618 2126 6684 10255 4871 10385 4498 8330
103942,7837 6788 10307 6689 963 1139 7742 2747 8424 5173 6487 5412 6208 10998 6384 10385 2474 10315 8917 4202 1254 8807 9190 8673 6925
104416,9005 2885 3958 254 11195 1964 9707 6310 1951 958 9072 10024 4499 8439 540 7122 8284 2847 3275 2262 6900 581 6950 5739 7617
104754,10223 6079 9024 6491 10218 8747 581 4397 7760 1715 6331 5166 5386 6310 3227 6989 540 10255 4638 2922 3738 3037 254 7808 10113
104996,2474 2122 8106 3935 10385 2747 6909 8424 9647 9766 1677 3917 10367 10484 3351 8705 944 10896 8549 2180 6925 11005 9028 8275 2142
105415,6746 3123 3214 5980 2101 10112 4397 7450 6643 3352 4854 5040 5739 8431 4541 8818 11093 6491 4027 3096 6915 8654 9890 6903 10514
105527,8785 3166 949 3464 8332 9513 3642 10695 2031 8219 5016 7212 1458 6836 1531 5980 2771 6621 6269 6911 1160 7748 8711 2643 6152
105876,2474 2386 982 10315 10305 3020 10073 11195 4628 9261 6491 3935 4003 11193 3958 4633 9702 5882 3753 8208 2291 3177 8887 9581 9458
106116,4492 2013 6950 7122 2894 10218 10113 7880 8439 6310 8639 9945 4397 5771 8284 3227 9072 2308 7808 5854 4638 2847 254 8177 540
106734,963 7999 6962 2025 8807 5189 4483 7957 10600 843 5542 53 7942 6788 791 9669 1964 8151 10684 7807 7760 5114 1888 4871 5900
107018,9674 6234 2471 8635 5519 7790 10005 5980 5285 2908 5773 4541 4397 7679 6643 6491 9890 3375 10731 8653 10239 11093 10961 623 4027
107805,10073 3236 11140 3722 8632 423 7115 5804 7559 7121 6883 9465 469 1818 4499 8818 9076 9376 4748 5398 1288 9024 1086 1051 11054
107852,476 9458 11193 9572 6039 11157 982 11089 5474 2634 6874 2421 3251 3935 4003 4886 6235 4477 7199 2702 3669 4029 4194 3865 7212
108647,9024 540 254 10600 6079 10255 4638 10317 9341 4397 4499 3497 1964 3722 10223 10940 5189 6999 6962 8747 4077 5384 8431 8818 7739
109639,3019 1416 5076 7212 5982 6152 3464 3166 6219 3125 5907 2539 1121 9572 10051 10947 10695 3642 3865 9458 4029 6836 8332 2031 2702
110614,3361 9072 2922 540 10113 6491 3275 6310 254 1387 10274 7880 4492 3722 10474 10024 1180 3738 9816 581 4638 6643 9376 822 11140
111408,11120 1254 10315 6759 1092 7742 1139 6487 6925 3043 5412 2747 8751 8917 9190 7707 8208 8673 6788 6208 10904 9636 5630 7708 4202
114115,963 1964 7999 2885 6788 5114 8807 843 2025 9669 791 7942 10073 3958 2398 11195 7760 10684 6962 3177 9816 1910 1264 254 7322
114412,6079 5386 10255 6331 8747 10223 6962 6989 9734 3361 1539 3334 2025 6491 8428 9024 6964 10600 6119 3380 1910 5189 3037 1757 8258
114565,1910 1964 1264 3738 2922 10113 581 6788 10223 1716 5374 963 9072 4447 9707 254 2308 7227 843 2885 5166 1893 6962 11195 3161
116045,2025 6079 6962 10600 6989 5900 6331 7760 1539 10223 4483 9493 1888 53 8428 10317 540 963 254 10255 6559 3067 6491 8151 3361
116713,6643 4397 4541 6746 5242 5773 5285 10239 2471 5980 6491 9376 9890 6903 7315 5739 4027 8431 10637 3375 7790 1037 1455 10731 4748
116765,7540 4628 1903 3438 11140 11207 8921 5120 8885 6250 822 11195 2101 5665 2665 9977 6707 11187 1912 7054 8287 10686 10632 8339 4318
117073,4397 4499 8818 540 10317 10073 890 11140 9341 254 9881 9005 7739 8746 9024 8208 6310 2885 3161 10600 5739 1086 4638 9710 7121
117836,6079 6331 10223 6962 1539 10600 6989 10255 2025 7760 5900 5386 9493 254 4483 581 8428 8151 6491 1910 53 5189 1888 10317 5071
119104,8106 8476 2922 9766 7742 4506 5120 11078 4917 2388 8707 5166 7423 986 6497 6643 6491 542 9943 9261 4712 5169 5374 643 7295
120598,6079 10223 6331 1910 581 7760 3738 10113 10218 6962 6848 6989 4638 9024 254 5384 9072 6491 963 1964 2025 7661 1716 5386 1715
120776,5412 1276 2474 11157 9873 6226 982 3935 3043 11013 3251 9458 8770 1254 8208 2386 2634 11193 9261 6384 3937 6874 11120 7706 3894
121119,10404 4590 2184 2767 6053 6407 10772 4 4109 4582 9456 9040 6712 6465 3211 10077 6090 9256 3856 6405 3429 1064 4434 11012 8806
121606,5076 4910 8027 1416 9572 476 11087 11089 8332 3464 2031 9458 6152 3666 1912 11193 4029 3166 10947 9565 8711 5519 2075 7548 6786
122269,8428 6407 53 2184 7746 8949 7640 713 2025 963 6461 1964 8573 8807 3722 6497 7552 3245 9962 9669 9028 8275 9863 9256 10896
122629,10940 10255 6962 4397 3838 10600 10317 3497 3581 5773 540 8151 5900 7978 4748 2211 5704 6331 10020 8208 1037 3879 7817 1525 167
125890,540 11140 3722 10317 10763 254 10073 3361 9816 4499 11195 3275 423 8632 4397 6962 10113 5398 8818 7739 5739 7121 2885 9376 9028
126223,963 6788 5542 2474 4238 8770 8573 4609 8424 9647 1888 2398 5335 53 6689 544 8807 7862 9190 5412 3177 10247 9669 7788 4854
126639,6079 5386 10255 9734 10223 10218 3334 1539 6331 6989 8747 2823 6964 6962 3380 994 424 896 10600 8258 7670 9024 7760 7333 4638
127778,4659 9877 4130 1300 2715 5203 1531 2926 2173 3837 5876 8661 8489 5799 2243 7090 8785 949 1959 11023 5980 11222 982 11240 245
128326,5412 9243 9468 2474 2386 9873 982 3937 3935 11157 1276 3327 6226 8208 9261 146 9458 9636 3251 7536 2634 5249 11193 4003 6874
129049,2471 7790 10005 5773 7679 9674 5285 4397 5980 5519 3375 6643 8635 4541 1761 8653 6234 623 4027 2908 10731 6491 5739 5526 6915
129365,4397 10073 8818 1018 4854 11140 8632 5398 5739 6915 4628 3123 2101 10899 6707 8431 5980 7748 6626 6903 6746 8746 1761 6491 423
129650,661 981 4498 4609 5412 2386 1085 10600 1539 4871 6788 10684 2474 10247 9636 5071 3581 8151 5542 4238 9388 8208 8573 9669 963
130131,7742 4676 3068 3098 5895 3510 5832 9024 9524 2776 7115 1882 10823 9253 10904 2122 7423 1054 299 9537 8476 8747 10776 8352 973
130660,8489 8027 2075 982 7090 1912 6491 949 9877 5980 2715 4659 245 1531 4059 1176 5868 1959 2474 3466 7315 5203 4130 10239 2908
130908,6603 262 5557 3451 1139 7588 2145 9957 1497 6611 1015 351 6759 10953 7871 8806 3639 462 1092 1018 12 4755 5255 6358 4258
