surveyId,predictions
74414,9513 3642 6840 6152 8785 3464 3125 8332 2771 1176 6855 9341 5451 7748 8283 351 11125 4892 8219 10899 9820 4719 8661 7817 6264
75195,6491 10223 9890 2025 581 8151 7760 1889 6848 8177 6331 6079 10218 4483 10600 5384 4447 6643 7978 7661 10255 1387 1214 6962 4397
76085,10600 6962 2025 8428 10255 7807 6999 6079 5189 7706 6331 10317 6989 1889 651 843 1472 8151 10940 9024 7760 7957 53 963 4483
76528,6079 5386 10255 10218 10223 2823 7760 7333 7978 6331 896 10600 9024 3227 4492 4638 398 254 1715 6962 5384 5115 7670 3427 5071
76891,6491 7955 8027 1959 6279 476 3465 9458 8489 10073 5420 5980 10305 7748 3347 9922 6313 473 4325 6874 2075 3466 1692 2761 9890
80169,10112 6491 3214 5980 3352 7450 9890 4027 3123 4397 9674 8635 4508 2908 4541 1531 8818 2101 2744 5040 6643 9877 5203 10940 6571
80467,1276 2643 11013 7862 9261 2474 3177 11157 4026 272 6685 8208 3935 9873 4341 8705 6883 7837 982 146 10305 10315 2783 1139 7706
80514,7118 4886 8243 6152 11193 9458 2765 553 1160 7199 11157 9572 3464 3251 10166 3255 10073 2386 4194 2421 2539 2031 51 6141 10909
80804,4397 8431 4447 875 4492 10304 4560 7122 6950 2013 8532 2211 9439 5771 3722 8747 1455 340 1964 8409 10113 1539 540 6310 2644
81526,10073 6440 5398 11140 5420 423 5739 11054 1858 7748 540 1703 9816 2753 3236 9710 7115 8632 3360 11195 10317 6707 6915 4628 7121
81908,11140 10281 7371 10763 4078 10317 3984 1534 6078 9376 5868 1176 8149 9133 4892 3125 4176 423 10899 10073 7988 7644 2753 1174 8243
82140,2823 10223 10255 7670 10218 7333 3227 5386 4492 896 6989 1539 6491 7760 6848 7978 254 1715 6079 10600 1924 8532 581 2847 3294
82897,4397 875 8431 5771 10113 9439 540 6310 4447 8747 10218 6643 8439 2013 10304 8532 1910 9072 7808 3722 7122 4499 2308 643 7559
83363,10247 2474 6788 963 8807 10991 10896 10315 4609 10385 53 8208 5542 9647 146 2109 9669 5335 9261 8503 9204 1654 3979 2142 8424
85499,4447 6788 8807 1910 9647 2885 1716 5745 4483 2398 9707 7227 976 3177 10631 581 5166 1964 2922 10896 1264 11005 963 2142 11195
85744,2474 9647 8208 6925 7472 6788 9388 10684 3020 8807 4871 2885 9204 10385 868 786 1889 7536 7322 9943 6989 8519 10247 1910 1654
86085,3123 7565 5398 4397 8654 8431 1018 2386 3958 9376 392 9610 6643 7739 661 10940 6410 7559 7817 5305 2031 8908 10881 3140 4609
86312,3214 7450 3096 10112 3123 5739 5398 2949 10073 8818 2293 5980 2096 4027 10005 8760 4397 4854 3352 5285 3614 5420 3375 9710 6746
88358,10305 2474 3020 2386 8208 146 6962 9261 6658 868 3177 10179 10315 9702 9647 4341 7536 180 10684 1889 5704 2885 11195 7227 3958
88734,540 9376 9465 340 7121 6643 9816 11195 6915 10927 10274 8124 3969 254 9580 2101 6746 4397 1288 4499 9207 9630 8431 423 2703
88807,9877 3441 9820 5876 8243 1300 1160 1176 11125 5907 5868 11222 3115 10289 2173 114 4659 245 4773 9053 1531 5203 9513 8482 1174
89191,10600 651 6079 7978 10255 7760 53 2823 6999 4638 5386 2025 2587 8428 10223 9024 6962 843 5900 6989 5115 7566 254 1539 7613
89854,9647 10247 6788 2474 1888 5071 963 8208 4871 2885 5542 10315 10684 5335 7322 1654 7536 960 5166 8705 6989 9669 1677 4238 9636
91065,476 9458 2634 1431 11157 6874 8542 11193 1062 3251 5249 5412 982 1160 7817 9572 10281 4003 9165 7054 2421 10909 1736 1254 2539
91371,254 8439 7122 1964 9072 11195 6310 9005 4492 6900 2955 540 433 10274 9816 11078 2847 2885 9707 2009 340 8124 4499 4397 9245
92621,2474 5412 5249 11157 3935 4003 10305 146 9702 9261 3020 2386 6925 7713 10315 8208 9388 2932 3958 1276 11193 6909 11013 9943 10822
93286,10305 4628 4814 146 2386 1951 6491 6658 3123 8208 10179 3020 7227 3161 822 7536 9714 6643 5994 5219 8904 2922 3347 11195 7748
94281,1912 8921 7315 3125 8737 10073 6152 11140 5868 5219 3438 6141 10510 10281 10822 4368 812 2369 6707 4702 351 8332 2722 10899 2665
95767,1539 8307 7706 8428 2025 10255 10600 8573 963 9892 9242 11120 4609 3345 1497 843 8208 53 3043 4102 5071 6989 10800 10047 5542
97031,540 6079 10317 5189 7817 10763 10255 2753 5900 3879 1539 581 10073 11140 3067 9892 254 3838 2351 3476 8818 10600 1525 6989 4397
97519,963 5542 53 1888 1539 8428 5071 9647 2025 6788 10600 6989 4609 8949 1085 2474 7862 544 8573 5704 6079 981 5166 7999 9669
97774,10385 963 9647 10247 2474 8807 5114 2142 6788 10896 4609 1964 7942 9669 11005 4871 6989 1888 7957 8424 8512 8151 2398 791 9963
98717,1625 6152 4916 1587 3865 10947 9458 3125 2245 6880 1121 7118 7199 1350 6039 6808 7212 4477 5451 8482 9776 4719 9990 6141 1160
100319,6962 6788 8151 10315 1910 843 6989 963 9647 7760 2025 10223 3838 4483 10268 8807 9669 2885 10600 2474 1539 10073 10684 5166 1264
100802,6491 10073 6915 2973 6707 4368 3347 6643 8076 982 3747 11187 2386 6883 7863 7054 6836 822 1903 4755 4628 11140 8482 5420 5980
102099,590 2644 6805 6497 6424 9256 96 1964 8397 8806 8992 9325 11012 4109 6748 2630 3211 5055 2210 2184 2762 2516 2587 6407 8743
102354,254 6310 1964 4499 540 9816 3275 7121 4397 11140 4638 8760 9707 9072 10024 4077 9024 340 7122 3722 10317 7880 9005 249 9465
103486,7318 10247 2474 3297 8151 6684 5071 981 10909 3935 10385 10460 6331 8208 581 8364 694 1694 5618 2386 4498 8330 9647 5412 10073
103942,2747 6925 6788 8807 6384 8424 9190 5412 8208 6208 7971 6852 10307 10385 10991 7837 9647 5173 2474 7742 1139 6684 6487 799 10998
104416,6310 3275 9707 254 958 6950 11195 2922 340 9072 7122 10024 7880 4638 540 4492 4499 1964 9005 5771 3958 5149 4397 10113 581
104754,9024 6079 5386 10223 10255 4638 10600 3037 7978 3722 10218 540 4397 8747 254 2823 129 7333 7760 2587 7566 7808 4077 8431 3497
104996,2474 8106 10385 1677 10896 8424 9028 10367 9647 6925 9261 8705 11005 8208 4871 3935 2122 8549 944 5022 10315 981 6684 963 569
105415,2101 5980 7450 10112 6746 3352 3123 2744 6491 4397 6643 3214 5739 4508 5040 4541 4349 5203 10940 10048 8818 7817 1531 8431 2908
105527,8785 3642 8332 3464 2719 7748 3166 10695 10289 11125 7195 10893 6836 10073 8243 2576 11140 4299 7315 9513 2617 10950 1531 9194 6564
105876,2474 9702 10305 2386 10315 9458 982 4886 8770 4003 11193 3020 5412 7868 5249 4326 2634 51 146 6909 8887 2539 476 4814 9261
106116,10218 1180 10621 10113 8639 6079 540 1539 7808 4492 6310 9024 1387 4638 8747 2013 3722 254 9072 4397 1818 3227 5771 10274 1910
106734,6962 963 8807 2474 10073 5542 6788 1888 2025 7999 7942 10896 9647 10317 5114 2398 7957 4871 11005 8151 4483 53 3177 8512 8208
107018,6234 9674 2471 10005 5519 8635 7790 10239 623 5285 1470 6643 5980 5773 10247 2075 3375 2024 3986 4397 8027 7129 4609 3143 3465
107805,8590 10073 9465 1086 4499 3722 5184 11140 7121 540 6915 3236 423 11195 10317 4397 11054 433 7115 9376 9816 8818 7739 8224 249
107852,11193 3865 11157 6039 7868 5474 3935 9458 6669 3669 2421 5618 9572 476 5249 4003 5412 5130 3251 1770 10255 6067 9702 6235 2539
108647,9024 96 3497 6903 8747 6643 6119 4638 1539 7808 1180 6964 2587 10255 9376 3380 540 10474 6079 10317 9341 340 2961 5386 9
109639,8757 7748 10073 3464 9572 7212 3166 10778 3019 1416 4477 10255 3865 6235 1195 11193 7868 5474 3324 3669 3476 4229 3140 3427 6836
110614,1387 1544 10474 10113 9072 9311 4638 3361 1180 8908 6491 254 424 543 6848 3427 643 4493 8124 3738 340 2922 2694 9580 8439
111408,11120 1254 7707 1139 3043 8751 2776 1092 7708 2747 5412 6925 6689 7742 8208 8673 5231 6759 4734 3993 6827 9636 9308 8917 10315
114115,2885 11195 10073 8807 7322 963 9669 6788 3177 3958 10684 4397 9816 1910 6962 9647 8208 9707 6643 540 254 4854 1964 7824 478
114412,6079 5386 9024 581 6989 6331 6491 10255 8747 10113 5384 6310 1889 7760 254 3497 3838 2813 1180 6962 8208 540 5189 4638 6848
114565,2922 10113 5166 9707 6491 1716 2308 822 4447 7227 1910 3738 6788 5374 581 2885 4735 7617 958 6310 6950 5771 9245 1964 6848
116045,6962 2885 2025 1910 4483 8858 8124 7227 976 9455 540 10684 6491 6788 6848 11078 9816 6574 1951 254 1716 1170 6989 10317 4447
116713,4541 6643 6491 9890 5285 5980 6746 8635 1214 8908 1387 2908 4397 2922 9072 9674 4638 5363 5071 1455 7790 10239 6989 5166 10005
116765,6836 11140 6707 3438 2101 9714 4349 10899 9353 10822 6915 1912 10281 1314 11195 3278 8885 10686 7540 9107 6250 3125 3958 8921 423
117073,4397 8818 540 4499 8746 11140 10073 10317 1018 8208 10600 9881 890 2753 2211 5739 1545 3161 9341 4748 10255 7739 7817 10940 8760
117836,6079 10255 10600 6962 6989 1539 6331 5189 8428 10223 7566 10317 9024 7760 9923 254 6119 1180 6999 9493 2025 5386 5900 53 6964
119104,6697 822 7742 4854 5675 10828 5804 6498 5169 5726 5834 10305 1195 6643 9943 10468 7067 4628 11140 9388 8806 10871 4013 2799 2474
120598,6079 5384 6491 9024 4638 10223 1387 9072 3497 8747 6643 1180 10600 53 10218 9207 10113 8908 5386 2587 6848 7760 5115 10255 581
120776,1736 3935 11157 4003 11193 5412 1276 5474 982 11013 1304 5557 476 9030 1254 3251 6874 2634 3043 6039 2120 9873 2474 2421 3993
121119,2184 6407 2249 8714 9256 6805 5804 8428 1964 651 2762 1134 7239 5602 6497 10218 2587 4267 7552 7167 4 6053 7255 9406 5055
121606,2152 11159 3125 4653 1160 4349 9119 4617 2539 887 701 7576 6560 6141 9041 1519 6568 8154 1770 7199 11140 11187 877 10073 3845
122269,4105 4748 5804 8818 423 8428 249 3722 11140 96 9376 2025 10317 8746 53 10255 9892 544 10073 7552 9024 651 2949 6407 7121
122629,10317 254 10255 3838 6079 10600 5189 540 3722 9892 6962 9024 6999 4077 7817 2211 6331 10763 3879 9465 5900 7760 11195 4979 10020
125890,540 4397 4499 3722 11140 1086 10073 10317 9465 8818 11195 7121 8858 11054 423 10969 5739 9376 3236 2211 3318 8760 5398 3123 7739
126223,963 6788 2025 9647 53 5335 1539 1276 4609 5542 10600 4238 8573 6689 544 2122 7862 8424 8428 8807 2474 146 6079 509 3581
126639,6079 5386 10255 10223 1539 6989 5384 6331 3380 9734 8747 10218 3334 254 6962 581 2823 6964 8258 6491 1180 5189 10600 1715 4638
127778,2243 2926 9877 2173 4659 5799 2715 1531 1300 669 5868 1176 11222 6836 3837 1702 1959 2325 5203 8737 8661 949 4349 11125 1625
128326,2474 2753 10904 10073 1497 5398 5071 10305 1018 8542 5412 3020 2386 5868 1254 2010 5557 3935 2949 10948 3958 3360 7748 9261 7871
129049,4397 5285 2471 3375 6643 623 4541 10005 5519 5526 7790 9890 5773 5980 6491 9674 7679 5739 6746 3123 6234 5242 540 9376 4027
129365,10073 8818 1018 11140 7748 3123 4628 6936 3438 2891 6002 5398 4397 2101 2293 5889 7733 6707 2666 4854 10899 8431 6915 7703 6491
129650,4498 10247 661 981 10600 2474 4609 1085 4513 5071 4871 8151 10073 1539 1888 10268 8208 4238 3067 7817 8573 7942 10385 6989 6788
130131,963 8807 146 5542 9647 3998 694 6788 6689 299 7515 2474 3374 4871 6331 1254 6989 10956 6909 1818 2122 10801 8782 3696 8949
130660,2761 600 5980 11078 7305 7713 7199 1951 7863 9943 6848 8924 8073 8737 2809 1195 4898 5249 1300 7227 6548 10347 3051 2075 10305
130908,6603 3639 262 1705 6358 9714 5557 7588 6611 7871 1015 1018 351 11140 3744 8033 3462 9795 890 8316 4734 8806 5255 3987 7906
130951,10317 540 3275 11140 3361 10113 254 6079 10763 249 6491 9816 5189 6551 10145 6310 6903 9376 3318 649 6643 4638 9024 6989 6746
